MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932799,0.1300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1767.2290000,-0.2056151,0.0700975,-0.1308288
MsgID.LOCAL_VELOCITY,1767.2290000,-0.0000192,-0.0000020,0.0000483
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932795,0.1510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1767.4790000,-0.2561134,-0.0720119,-0.1511571
MsgID.LOCAL_VELOCITY,1767.4790000,-0.0000025,0.0000012,-0.0000414
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932809,0.1640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1767.7290000,-0.1035255,0.0609912,-0.1646093
MsgID.LOCAL_VELOCITY,1767.7290000,-0.0000088,0.0000067,-0.0000413
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932807,0.1690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1767.9790000,-0.1159948,-0.0874821,-0.1694871
MsgID.LOCAL_VELOCITY,1767.9790000,0.0000033,0.0000135,-0.0000104
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957533,37.7932807,0.1620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1768.2300000,-0.1262911,-0.1766821,-0.1628397
MsgID.LOCAL_VELOCITY,1768.2300000,0.0000076,0.0000026,-0.0000047
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932805,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1768.4800000,-0.1385406,-0.0629884,-0.1438334
MsgID.LOCAL_VELOCITY,1768.4800000,0.0000117,-0.0000199,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932805,0.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1768.7300000,-0.1478279,-0.0786346,-0.1141621
MsgID.LOCAL_VELOCITY,1768.7300000,-0.0000050,-0.0000176,0.0000288
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932819,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1768.9800000,0.0107555,-0.1476248,-0.0746262
MsgID.LOCAL_VELOCITY,1768.9800000,0.0000419,-0.0000047,0.0001069
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932812,0.0340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1769.2310000,-0.0670810,-0.0449001,-0.0343476
MsgID.LOCAL_VELOCITY,1769.2310000,-0.0000065,-0.0000169,0.0000482
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932804,-0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1769.4810000,-0.1502532,-0.0094477,0.0049282
MsgID.LOCAL_VELOCITY,1769.4810000,0.0000126,0.0000021,-0.0000140
MsgID.GLOBAL_POSITION,0.0000000,-122.3957536,37.7932811,-0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1769.7300000,-0.0796021,-0.1984646,0.0364534
MsgID.LOCAL_VELOCITY,1769.7300000,-0.0000067,-0.0000234,-0.0000031
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932807,-0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1769.9810000,-0.1232255,-0.0402745,0.0588713
MsgID.LOCAL_VELOCITY,1769.9810000,0.0000346,-0.0000108,0.0000026
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932807,-0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1770.2310000,-0.1265304,0.0132248,0.0670851
MsgID.LOCAL_VELOCITY,1770.2310000,0.0000332,-0.0000002,0.0000483
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932807,-0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1770.4810000,-0.1263040,-0.1889238,0.0565145
MsgID.LOCAL_VELOCITY,1770.4810000,0.0000063,0.0000107,-0.0000489
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932807,-0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1770.7310000,-0.1262911,-0.0508916,0.0226560
MsgID.LOCAL_VELOCITY,1770.7310000,0.0000174,-0.0000220,0.0000197
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932805,0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1770.9810000,-0.1462498,-0.1673068,-0.0225780
MsgID.LOCAL_VELOCITY,1770.9810000,-0.0000000,-0.0000862,-0.0000214
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932806,0.0790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1771.2310000,-0.1294537,-0.1163428,-0.0798236
MsgID.LOCAL_VELOCITY,1771.2310000,0.0000165,-0.0000130,-0.0000317
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932821,0.1350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1771.4810000,0.0343101,-0.0444965,-0.1353728
MsgID.LOCAL_VELOCITY,1771.4810000,0.0000048,-0.0000045,-0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932819,0.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1771.7320000,0.0169772,-0.1307265,-0.1803487
MsgID.LOCAL_VELOCITY,1771.7320000,0.0000078,-0.0000052,-0.0000111
MsgID.GLOBAL_POSITION,0.0000000,-122.3957541,37.7932813,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1771.9820000,-0.0491919,-0.2477626,-0.2058470
MsgID.LOCAL_VELOCITY,1771.9820000,0.0000087,0.0000009,-0.0000116
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932814,0.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1772.2330000,-0.0480342,-0.1859746,-0.2071178
MsgID.LOCAL_VELOCITY,1772.2330000,-0.0000105,0.0000044,-0.0000520
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932797,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1772.4830000,-0.2370020,-0.1880545,-0.1861484
MsgID.LOCAL_VELOCITY,1772.4830000,0.0000055,-0.0000007,-0.0000315
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932792,0.1520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1772.7370000,-0.2869894,0.0169914,-0.1526262
MsgID.LOCAL_VELOCITY,1772.7370000,-0.0000078,0.0000065,-0.0000411
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932795,0.1050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1772.9880000,-0.2502604,0.0161119,-0.1053933
MsgID.LOCAL_VELOCITY,1772.9880000,0.0000234,-0.0000005,-0.0000783
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932814,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1773.2380000,-0.0386757,-0.0605256,-0.0576741
MsgID.LOCAL_VELOCITY,1773.2380000,-0.0000043,0.0000045,-0.0000412
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932813,0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1773.4890000,-0.0583305,-0.0281363,-0.0157791
MsgID.LOCAL_VELOCITY,1773.4890000,0.0000073,-0.0000132,0.0000194
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932809,-0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1773.7390000,-0.0962430,-0.0270911,0.0220458
MsgID.LOCAL_VELOCITY,1773.7390000,0.0000002,0.0000112,-0.0000682
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932820,-0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1773.9900000,0.0264004,-0.0843984,0.0411876
MsgID.LOCAL_VELOCITY,1773.9900000,0.0000051,0.0000054,-0.0000342
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957539,37.7932815,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1774.2410000,-0.0292267,-0.2257006,0.0405875
MsgID.LOCAL_VELOCITY,1774.2410000,-0.0000003,0.0000062,0.0000570
MsgID.GLOBAL_POSITION,0.0000000,-122.3957537,37.7932813,-0.0160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1774.4900000,-0.0526197,-0.2086367,0.0164156
MsgID.LOCAL_VELOCITY,1774.4900000,0.0000279,-0.0000225,0.0000845
MsgID.LOCAL_POSITION,1774.7410000,-0.1232255,-0.1991683,-0.0273946
MsgID.LOCAL_VELOCITY,1774.7410000,0.0000136,-0.0000028,0.0000130
MsgID.GLOBAL_POSITION,0.0000000,-122.3957536,37.7932807,0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1774.9910000,-0.1263040,-0.0651097,-0.0832231
MsgID.LOCAL_VELOCITY,1774.9910000,-0.0000023,-0.0000162,-0.0000300
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932807,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.LOCAL_POSITION,1775.2420000,-0.1890971,0.0525990,-0.1366789
MsgID.LOCAL_VELOCITY,1775.2420000,0.0000174,-0.0000158,0.0000128
MsgID.GLOBAL_POSITION,0.0000000,-122.3957508,37.7932801,0.1360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1775.4920000,-0.2398218,-0.1998927,-0.1860772
MsgID.LOCAL_VELOCITY,1775.4920000,-0.0000099,-0.0000177,0.0000375
MsgID.GLOBAL_POSITION,0.0000000,-122.3957536,37.7932796,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1775.7440000,-0.0169643,-0.0877512,-0.2202897
MsgID.LOCAL_VELOCITY,1775.7440000,-0.0000088,0.0000163,0.0000568
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932816,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1775.9940000,-0.0607429,-0.0323065,-0.2319385
MsgID.LOCAL_VELOCITY,1775.9940000,-0.0000072,0.0000197,-0.0000023
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932812,0.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.LOCAL_POSITION,1776.2440000,-0.1263105,-0.0897277,-0.2248316
MsgID.LOCAL_VELOCITY,1776.2440000,-0.0000031,0.0000005,-0.0000411
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932807,0.2240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1776.4950000,-0.1625803,-0.0974576,-0.2022339
MsgID.LOCAL_VELOCITY,1776.4950000,-0.0000008,0.0000007,-0.0000360
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932803,0.2020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932801,0.1730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1776.7450000,-0.1929323,-0.0606290,-0.1737378
MsgID.LOCAL_VELOCITY,1776.7450000,0.0000136,-0.0000042,-0.0000344
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932799,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1776.9950000,-0.2057509,0.0112069,-0.1434581
MsgID.LOCAL_VELOCITY,1776.9950000,-0.0000055,0.0000042,-0.0000360
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932793,0.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1777.2460000,-0.2774174,0.0236970,-0.1163511
MsgID.LOCAL_VELOCITY,1777.2460000,0.0000113,-0.0000048,-0.0000518
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932805,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1777.4970000,-0.1476597,-0.1819699,-0.1011186
MsgID.LOCAL_VELOCITY,1777.4970000,0.0000036,-0.0000190,-0.0000221
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932800,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1777.7470000,-0.1947885,-0.0230554,-0.0956298
MsgID.LOCAL_VELOCITY,1777.7470000,0.0000172,-0.0000065,-0.0000492
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932800,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1777.9960000,-0.2034679,0.1258629,-0.1012944
MsgID.LOCAL_VELOCITY,1777.9960000,0.0000126,0.0000007,-0.0000105
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932818,0.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1778.2470000,0.0004592,-0.0271946,-0.1162955
MsgID.LOCAL_VELOCITY,1778.2470000,-0.0000149,-0.0000150,0.0000776
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932821,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1778.4970000,0.0346982,-0.1421818,-0.1392009
MsgID.LOCAL_VELOCITY,1778.4970000,0.0000135,-0.0000238,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932815,0.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1778.7470000,-0.0351833,-0.1128037,-0.1650853
MsgID.LOCAL_VELOCITY,1778.7470000,0.0000115,-0.0000050,-0.0000577
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932800,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1778.9970000,-0.2036684,-0.0666102,-0.1839669
MsgID.LOCAL_VELOCITY,1778.9970000,-0.0000034,-0.0000119,-0.0000225
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932800,0.1960000
