MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932807,-0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1760.7190000,-0.1262911,-0.0643647,0.0134684
MsgID.LOCAL_VELOCITY,1760.7190000,0.0000071,-0.0000138,-0.0000198
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932807,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1760.9690000,-0.1254244,-0.0605463,0.0392878
MsgID.LOCAL_VELOCITY,1760.9690000,0.0000064,0.0000034,-0.0000090
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932815,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1761.2190000,-0.0329520,-0.0302266,0.0432811
MsgID.LOCAL_VELOCITY,1761.2190000,0.0000422,0.0000035,0.0001573
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932817,-0.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1761.4700000,-0.0075217,0.1120587,0.0232978
MsgID.LOCAL_VELOCITY,1761.4700000,0.0000103,0.0000004,-0.0000026
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932804,0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1761.7200000,-0.1558541,0.0814286,-0.0139531
MsgID.LOCAL_VELOCITY,1761.7200000,-0.0000013,-0.0000181,0.0000091
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932798,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1761.9690000,-0.2186989,0.0245558,-0.0712472
MsgID.LOCAL_VELOCITY,1761.9690000,-0.0000026,0.0000017,-0.0000469
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932797,0.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1762.2200000,-0.2279927,0.0177158,-0.1293558
MsgID.LOCAL_VELOCITY,1762.2200000,0.0000136,-0.0000080,-0.0000706
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932805,0.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1762.4710000,-0.1472200,-0.0632885,-0.1803869
MsgID.LOCAL_VELOCITY,1762.4710000,-0.0000016,-0.0000085,0.0000195
MsgID.GLOBAL_POSITION,0.0000000,-122.3957538,37.7932807,0.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1762.7210000,-0.1252498,-0.2138625,-0.2160497
MsgID.LOCAL_VELOCITY,1762.7210000,0.0000283,-0.0000171,0.0000754
MsgID.GLOBAL_POSITION,0.0000000,-122.3957538,37.7932816,0.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1762.9710000,-0.0251327,-0.2164495,-0.2314838
MsgID.LOCAL_VELOCITY,1762.9710000,0.0000123,0.0000024,-0.0000139
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932812,0.2270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1763.2220000,-0.0610598,-0.0895517,-0.2272843
MsgID.LOCAL_VELOCITY,1763.2220000,-0.0000015,-0.0000017,-0.0000413
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932795,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1763.4720000,-0.2567085,0.0716911,-0.2080423
MsgID.LOCAL_VELOCITY,1763.4720000,-0.0000069,-0.0000219,0.0000384
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932803,0.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1763.7230000,-0.1623539,-0.0488426,-0.1779400
MsgID.LOCAL_VELOCITY,1763.7230000,0.0000109,-0.0000017,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932806,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1763.9730000,-0.1269184,-0.0605463,-0.1433224
MsgID.LOCAL_VELOCITY,1763.9730000,-0.0000068,0.0000238,0.0000267
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932803,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1764.2230000,-0.1703866,-0.0596770,-0.0995346
MsgID.LOCAL_VELOCITY,1764.2230000,0.0000107,-0.0000063,-0.0000377
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932808,0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1764.4740000,-0.1124442,-0.0870372,-0.0600887
MsgID.LOCAL_VELOCITY,1764.4740000,-0.0000023,0.0000142,-0.0000404
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932809,0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1764.7240000,-0.0940376,-0.1031387,-0.0273962
MsgID.LOCAL_VELOCITY,1764.7240000,-0.0000027,0.0000233,0.0000265
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932806,0.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1764.9770000,-0.1270801,-0.0612499,-0.0060792
MsgID.LOCAL_VELOCITY,1764.9770000,0.0000328,-0.0000090,0.0000035
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932807,-0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1765.2270000,-0.1216539,-0.0602462,0.0040240
MsgID.LOCAL_VELOCITY,1765.2270000,0.0007165,-0.0001528,-0.0000442
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932817,-0.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1765.4770000,-0.0094232,-0.0605463,0.0019060
MsgID.LOCAL_VELOCITY,1765.4770000,0.0000014,-0.0000220,-0.0000233
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932809,0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1765.7280000,-0.0948073,-0.0603496,-0.0100873
MsgID.LOCAL_VELOCITY,1765.7280000,-0.0000156,-0.0000129,0.0000961
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932794,0.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1765.9780000,-0.2662351,-0.0242558,-0.0283866
MsgID.LOCAL_VELOCITY,1765.9780000,0.0000110,-0.0000188,0.0000197
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932802,0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1766.2290000,-0.1787167,-0.1319683,-0.0492428
MsgID.LOCAL_VELOCITY,1766.2290000,-0.0000043,0.0000110,-0.0000110
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932817,0.0700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1766.4790000,-0.0111500,-0.1377011,-0.0708958
MsgID.LOCAL_VELOCITY,1766.4790000,0.0000175,-0.0000078,-0.0000702
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932811,0.0910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1766.7290000,-0.0784638,0.0008071,-0.0917485
MsgID.LOCAL_VELOCITY,1766.7290000,-0.0000057,0.0000233,0.0000245
MsgID.LOCAL_POSITION,1766.9790000,-0.1439927,-0.0310958,-0.1112119
MsgID.LOCAL_VELOCITY,1766.9790000,-0.0000022,0.0000000,-0.0000415
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932805,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
